Date,Close
10/30/2018,78.78
10/31/2018,79.68
11/1/2018,80.67
11/2/2018,81.95
11/5/2018,81.64
11/6/2018,81.99
11/7/2018,83.03
11/8/2018,81.71
11/9/2018,80.87
11/12/2018,79.83
11/13/2018,78
11/14/2018,77.39
11/15/2018,78.19
11/16/2018,78.96
11/19/2018,79.22
11/20/2018,76.97
11/21/2018,77.56
11/23/2018,75.49
11/26/2018,76.98
11/27/2018,77.05
11/28/2018,78.45
11/29/2018,79.06
11/30/2018,79.5
12/3/2018,81.22
12/4/2018,79.43
12/6/2018,78.39
12/7/2018,77.64
12/10/2018,76.54
12/11/2018,76.68
12/12/2018,76.02
12/13/2018,76.98
12/14/2018,75.58
12/17/2018,74.04
12/18/2018,72
12/19/2018,70.78
12/20/2018,68.63
12/21/2018,68.12
12/24/2018,65.51
12/26/2018,68.64
12/27/2018,68.94
12/28/2018,68.17
12/31/2018,68.19
1/2/2019,69.69
1/3/2019,68.62
1/4/2019,71.15
1/7/2019,71.52
1/8/2019,72.04
1/9/2019,72.42
1/10/2019,72.05
1/11/2019,71.72
1/14/2019,71.63
1/15/2019,71.67
1/16/2019,71.64
1/17/2019,72.13
1/18/2019,72.99
1/22/2019,71.89
1/23/2019,71.3
1/24/2019,71.4
1/25/2019,71.72
1/28/2019,71.24
1/29/2019,71.51
1/30/2019,72.29
1/31/2019,73.28
2/1/2019,75.92
2/4/2019,74.82
2/5/2019,75.59
2/6/2019,75.26
2/7/2019,74.68
2/8/2019,73.98
2/11/2019,74.1
2/12/2019,75.4
2/13/2019,76.25
2/14/2019,76.27
2/15/2019,77.71
2/19/2019,78.23
2/20/2019,78.53
2/21/2019,77.82
2/22/2019,78.42
2/25/2019,78.5
2/26/2019,78.66
2/27/2019,79.47
2/28/2019,79.03
3/1/2019,80
3/4/2019,80.31
3/5/2019,80.19
3/6/2019,79.28
3/7/2019,80.16
3/8/2019,79.01
3/11/2019,79.78
3/12/2019,80
3/13/2019,80.71
3/14/2019,80.44
3/15/2019,80.15
3/18/2019,81.08
3/19/2019,80.87
3/20/2019,81.32
3/21/2019,81.79
3/22/2019,80.48
3/25/2019,79.92
3/26/2019,80.96
3/27/2019,80.34
3/28/2019,80.74
3/29/2019,80.8
4/1/2019,81.73
4/2/2019,81.38
4/3/2019,80.9
4/4/2019,82.05
4/5/2019,82.49
4/8/2019,83
4/9/2019,81.93
4/10/2019,81.56
4/11/2019,81.95
4/12/2019,80.92
4/15/2019,80.65
4/16/2019,81.2
4/17/2019,81.43
4/18/2019,81.13
4/22/2019,82.9
4/23/2019,83.38
4/24/2019,81.76
4/25/2019,82.22
4/26/2019,80.49
4/29/2019,79.97
4/30/2019,80.28
