Date,Close
4/12/2019,198.87
4/15/2019,199.23
4/16/2019,199.25
4/17/2019,203.13
4/18/2019,203.86
4/22/2019,204.53
4/23/2019,207.48
4/24/2019,207.16
4/25/2019,205.28
4/26/2019,204.3
4/29/2019,204.61
4/30/2019,200.67
